@RELATION target
@Attribute positiv_negativ_words REAL
@Attribute positiv_negativ_words_ratio REAL
@Attribute negativ_words_ratio REAL
@Attribute positiv_words_ratio REAL
@Attribute no_more_words REAL
@Attribute pos_words_ratio REAL
@Attribute neg_words_ratio REAL
@Attribute exclamation_mark_counter REAL
@Attribute not_counter REAL
@Attribute analyse_sentence_neg REAL
@Attribute analyse_sentence_neu REAL
@Attribute analyse_sentence_pos REAL
@Attribute analyse_sentence_compound REAL
@ATTRIBUTE TARGET {0 1}
@DATA

0.95322, 0.041444347826086955, 0.041571304347826084, -0.00012695652173913042, 0, 0.0, 0.0, 0, 0, 0.0, 1.0, 0.0, 0.0, 1

0.52159, 0.030681764705882353, 0.030681764705882353, 0.0, 0, 0.0, 0.058823529411764705, 0, 0, 0.119, 0.758, 0.122, 0.015, 1

0.57976, 0.04141142857142858, 0.04141142857142858, 0.0, 0, 0.14285714285714285, 0.0, 0, 0, 0.0, 0.659, 0.341, 0.7351, 0

-0.08161, -0.008161, 0.010959, -0.01912, 0, 0.0, 0.0, 0, 0, 0.0, 1.0, 0.0, 0.0, 1

-0.69862, -0.018384736842105263, 0.005623157894736842, -0.024007894736842107, 0, 0.02631578947368421, 0.02631578947368421, 1, 1, 0.061, 0.887, 0.052, -0.0844, 1

0.4903, 0.02723888888888889, 0.06789166666666666, -0.040652777777777774, 0, 0.1111111111111111, 0.1111111111111111, 0, 0, 0.1, 0.649, 0.251, 0.5423, 0

1.88916, 0.017822264150943394, 0.02416188679245283, -0.006339622641509435, 0, 0.02830188679245283, 0.04716981132075472, 0, 0, 0.081, 0.85, 0.069, 0.1531, 0

0.48037, 0.08006166666666667, 0.08006166666666667, 0.0, 0, 0.16666666666666666, 0.0, 0, 0, 0.0, 0.641, 0.359, 0.4215, 1

0.0, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 2, 0, 0.0, 1.0, 0.0, 0.0, 1

1.04655, 0.07475357142857143, 0.07957142857142858, -0.004817857142857143, 0, 0.21428571428571427, 0.0, 0, 0, 0.0, 0.655, 0.345, 0.7003, 1

0.5252699999999999, 0.018759642857142853, 0.03093392857142857, -0.012174285714285716, 0, 0.03571428571428571, 0.03571428571428571, 0, 0, 0.053, 0.825, 0.122, 0.4767, 0

0.0, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0, 0, 0.322, 0.678, 0.0, -0.2263, 0

0.62021, 0.03264263157894737, 0.03685157894736842, -0.0042089473684210526, 0, 0.05263157894736842, 0.0, 0, 0, 0.0, 0.854, 0.146, 0.4404, 1

0.74103, 0.03900157894736842, 0.03900157894736842, 0.0, 0, 0.05263157894736842, 0.0, 0, 0, 0.0, 0.705, 0.295, 0.7717, 1

0.74414, 0.035435238095238096, 0.04292047619047619, -0.007485238095238095, 0, 0.047619047619047616, 0.047619047619047616, 0, 1, 0.0, 0.861, 0.139, 0.4404, 0

0.18823, 0.0058821875, 0.0058821875, 0.0, 0, 0.03125, 0.0, 0, 0, 0.0, 1.0, 0.0, 0.0, 0

0.59461, 0.08494428571428571, 0.13262714285714286, -0.047682857142857145, 0, 0.14285714285714285, 0.14285714285714285, 0, 0, 0.277, 0.357, 0.366, 0.25, 1

0.84813, 0.056542, 0.056542, 0.0, 0, 0.06666666666666667, 0.0, 0, 0, 0.122, 0.722, 0.156, 0.1531, 0

-0.32753, -0.03639222222222222, 0.0, -0.03639222222222222, 1, 0.0, 0.1111111111111111, 0, 0, 0.45, 0.55, 0.0, -0.5994, 0

0.0, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 0.789, 0.211, 0.34, 1

0.70966, 0.032257272727272725, 0.032257272727272725, 0.0, 0, 0.0, 0.0, 0, 0, 0.121, 0.879, 0.0, -0.296, 0

2.0198400000000003, 0.061207272727272735, 0.061207272727272735, 0.0, 0, 0.09090909090909091, 0.0, 0, 0, 0.0, 0.824, 0.176, 0.7351, 1

0.84075, 0.04670833333333333, 0.04670833333333333, 0.0, 0, 0.05555555555555555, 0.0, 0, 0, 0.0, 0.838, 0.162, 0.4404, 1

0.6766399999999999, 0.026024615384615382, 0.026024615384615382, 0.0, 0, 0.07692307692307693, 0.0, 1, 1, 0.0, 0.802, 0.198, 0.69, 1

0.81047, 0.045026111111111114, 0.062041666666666676, -0.017015555555555555, 0, 0.0, 0.05555555555555555, 0, 0, 0.126, 0.808, 0.066, -0.296, 0

0.25187, 0.015741875, 0.01734875, -0.001606875, 0, 0.0, 0.0, 0, 1, 0.0, 0.814, 0.186, 0.4939, 1

0.55651, 0.05565099999999999, 0.05565099999999999, 0.0, 0, 0.1, 0.0, 0, 0, 0.0, 0.641, 0.359, 0.7227, 1

1.5906500000000001, 0.0795325, 0.0795325, 0.0, 0, 0.15, 0.0, 0, 0, 0.0, 0.607, 0.393, 0.8658, 1

0.23554, 0.021412727272727274, 0.021412727272727274, 0.0, 0, 0.0, 0.0, 0, 1, 0.0, 1.0, 0.0, 0.0, 0

0.9612200000000001, 0.028271176470588237, 0.029764117647058826, -0.0014929411764705882, 0, 0.058823529411764705, 0.029411764705882353, 0, 0, 0.05, 0.759, 0.191, 0.6605, 0

-0.60985, -0.02904047619047619, 0.0, -0.02904047619047619, 0, 0.0, 0.047619047619047616, 0, 0, 0.129, 0.871, 0.0, -0.4228, 0

0.5904699999999999, 0.02186925925925926, 0.03815148148148148, -0.016282222222222222, 0, 0.0, 0.07407407407407407, 0, 0, 0.0, 1.0, 0.0, 0.0, 0

0.56162, 0.028081000000000002, 0.028081000000000002, 0.0, 0, 0.05, 0.0, 0, 1, 0.1, 0.9, 0.0, -0.2755, 0

0.12329999999999997, 0.006164999999999999, 0.022854, -0.016689000000000002, 0, 0.05, 0.05, 0, 1, 0.187, 0.813, 0.0, -0.631, 0

-0.36268, -0.012089333333333334, 0.008221333333333334, -0.020310666666666664, 0, 0.03333333333333333, 0.03333333333333333, 0, 0, 0.087, 0.812, 0.1, 0.1027, 0

-0.9721, -0.05400555555555556, 0.0, -0.05400555555555556, 0, 0.0, 0.1111111111111111, 0, 0, 0.299, 0.701, 0.0, -0.7498, 0

0.36617000000000005, 0.009154250000000001, 0.01196375, -0.0028095, 0, 0.05, 0.0, 0, 0, 0.0, 0.791, 0.209, 0.802, 1

0.40165999999999996, 0.03651454545454545, 0.037407272727272727, -0.0008927272727272728, 0, 0.09090909090909091, 0.09090909090909091, 0, 0, 0.0, 0.704, 0.296, 0.6369, 1

0.023909999999999987, 0.0014064705882352933, 0.02644941176470588, -0.025042941176470587, 0, 0.0, 0.058823529411764705, 0, 1, 0.126, 0.874, 0.0, -0.3182, 0

0.58475, 0.07309375, 0.07309375, 0.0, 0, 0.125, 0.0, 0, 0, 0.0, 1.0, 0.0, 0.0, 1

0.08446, 0.021115, 0.021115, 0.0, 0, 0.0, 0.0, 1, 0, 0.0, 0.601, 0.399, 0.2481, 1

0.48037, 0.05337444444444445, 0.05337444444444445, 0.0, 0, 0.2222222222222222, 0.0, 0, 0, 0.0, 0.55, 0.45, 0.5994, 1

0.09624000000000002, 0.004582857142857144, 0.011192857142857143, -0.0066099999999999996, 0, 0.0, 0.09523809523809523, 0, 0, 0.065, 0.935, 0.0, -0.1027, 0

1.3183799999999999, 0.038775882352941174, 0.038775882352941174, 0.0, 0, 0.058823529411764705, 0.0, 0, 0, 0.0, 0.799, 0.201, 0.7003, 1

-0.4695, -0.03353571428571429, 0.0, -0.03353571428571429, 0, 0.07142857142857142, 0.07142857142857142, 0, 0, 0.167, 0.69, 0.144, -0.1027, 0

1.44447, 0.06280304347826086, 0.06911217391304347, -0.006309130434782608, 0, 0.043478260869565216, 0.043478260869565216, 0, 1, 0.181, 0.819, 0.0, -0.5621, 0

1.7743799999999998, 0.04224714285714285, 0.04224714285714285, 0.0, 0, 0.047619047619047616, 0.0, 0, 0, 0.0, 0.734, 0.266, 0.9243, 0

0.18409, 0.015340833333333333, 0.015340833333333333, 0.0, 0, 0.08333333333333333, 0.0, 0, 1, 0.293, 0.707, 0.0, -0.4838, 0

1.59494, 0.0637976, 0.0637976, 0.0, 0, 0.08, 0.0, 0, 2, 0.128, 0.872, 0.0, -0.5216, 0

0.57574, 0.04112428571428572, 0.04112428571428572, 0.0, 0, 0.0, 0.0, 0, 1, 0.0, 1.0, 0.0, 0.0, 0

0.74667, 0.074667, 0.074667, 0.0, 0, 0.1, 0.0, 0, 0, 0.0, 0.738, 0.262, 0.4927, 1

1.7572, 0.07321666666666667, 0.07321666666666667, 0.0, 0, 0.16666666666666666, 0.0, 0, 0, 0.0, 0.597, 0.403, 0.9153, 1

0.36701, 0.030584166666666666, 0.030584166666666666, 0.0, 0, 0.16666666666666666, 0.0, 0, 0, 0.157, 0.475, 0.368, 0.5499, 0

1.72154, 0.04098904761904762, 0.04098904761904762, 0.0, 0, 0.023809523809523808, 0.0, 0, 1, 0.0, 0.745, 0.255, 0.8834, 1

0.0, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0, 1, 0.0, 1.0, 0.0, 0.0, 0

0.9975299999999999, 0.022671136363636362, 0.04101136363636364, -0.018340227272727272, 0, 0.022727272727272728, 0.09090909090909091, 0, 0, 0.067, 0.786, 0.147, 0.4588, 0

-0.22808999999999996, -0.01200473684210526, 0.010079473684210527, -0.02208421052631579, 0, 0.10526315789473684, 0.05263157894736842, 0, 1, 0.156, 0.754, 0.09, -0.3182, 1

0.9515199999999999, 0.06343466666666667, 0.06343466666666667, 0.0, 0, 0.2, 0.0, 0, 1, 0.0, 1.0, 0.0, 0.0, 0

0.01238999999999997, 0.00041299999999999903, 0.014426999999999999, -0.014014, 0, 0.0, 0.03333333333333333, 0, 1, 0.108, 0.892, 0.0, -0.34, 0

-0.80392, -0.04466222222222222, 0.026592222222222222, -0.07125444444444444, 0, 0.05555555555555555, 0.1111111111111111, 0, 0, 0.254, 0.5, 0.246, -0.0534, 0

0.50671, 0.019488846153846155, 0.022146923076923078, -0.002658076923076923, 0, 0.038461538461538464, 0.0, 0, 0, 0.0, 0.866, 0.134, 0.5719, 0

0, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 0.8, 0.2, 0.25, 1

0.20433000000000007, 0.00704586206896552, 0.019991724137931037, -0.012945862068965516, 0, 0.034482758620689655, 0.0, 0, 0, 0.0, 0.867, 0.133, 0.6474, 1

-0.13016, -0.014462222222222222, 0.01264, -0.027102222222222222, 0, 0.1111111111111111, 0.1111111111111111, 0, 0, 0.0, 0.748, 0.252, 0.4019, 0

-0.37655, -0.02510333333333333, 0.0, -0.02510333333333333, 0, 0.06666666666666667, 0.0, 0, 0, 0.0, 1.0, 0.0, 0.0, 0

-0.035140000000000005, -0.0027030769230769235, 0.007012307692307692, -0.009715384615384615, 0, 0.0, 0.07692307692307693, 0, 0, 0.178, 0.822, 0.0, -0.3804, 0

1.4179899999999999, 0.035449749999999995, 0.035449749999999995, 0.0, 0, 0.05, 0.0, 0, 0, 0.0, 0.845, 0.155, 0.7227, 1

0, 0.0, 0.0, 0.0, 0, 0.0, 0.0, 0, 1, 0.203, 0.797, 0.0, -0.2584, 0

0.90038, 0.09003799999999999, 0.09003799999999999, 0.0, 0, 0.1, 0.0, 0, 1, 0.0, 1.0, 0.0, 0.0, 0

0.26302, 0.009393571428571428, 0.024994285714285712, -0.015600714285714285, 0, 0.07142857142857142, 0.0, 0, 0, 0.0, 1.0, 0.0, 0.0, 1

0.3905, 0.027892857142857143, 0.027892857142857143, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 1.0, 0.0, 0.0, 1

0.9766699999999999, 0.022713255813953486, 0.022713255813953486, 0.0, 0, 0.046511627906976744, 0.023255813953488372, 0, 1, 0.04, 0.776, 0.184, 0.7717, 0

0.043989999999999974, 0.0019995454545454535, 0.023708636363636362, -0.02170909090909091, 0, 0.0, 0.045454545454545456, 0, 3, 0.0, 0.914, 0.086, 0.2235, 0

-0.59979, -0.08568428571428573, 0.0, -0.08568428571428573, 0, 0.0, 0.14285714285714285, 0, 0, 0.411, 0.589, 0.0, -0.5413, 0

1.0901699999999999, 0.02658951219512195, 0.03614170731707317, -0.00955219512195122, 0, 0.024390243902439025, 0.07317073170731707, 0, 0, 0.068, 0.859, 0.073, 0.0571, 0

0.55289, 0.0221156, 0.0221156, 0.0, 0, 0.04, 0.0, 0, 0, 0.0, 0.826, 0.174, 0.6369, 1

1.21433, 0.11039363636363636, 0.11039363636363636, 0.0, 0, 0.09090909090909091, 0.0, 0, 0, 0.0, 0.709, 0.291, 0.6249, 1

0.81923, 0.2048075, 0.2048075, 0.0, 0, 0.25, 0.0, 0, 0, 0.0, 0.455, 0.545, 0.5574, 1

1.62315, 0.054105, 0.05981433333333333, -0.005709333333333333, 0, 0.1, 0.06666666666666667, 0, 0, 0.132, 0.689, 0.179, 0.4019, 0

0.10406, 0.006121176470588235, 0.006121176470588235, 0.0, 0, 0.058823529411764705, 0.0, 0, 0, 0.0, 0.791, 0.209, 0.5719, 1

0.20878, 0.029825714285714285, 0.029825714285714285, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 1.0, 0.0, 0.0, 1

0.68127, 0.1703175, 0.1703175, 0.0, 0, 0.25, 0.0, 0, 0, 0.0, 0.448, 0.552, 0.5719, 1

0.9456100000000001, 0.059100625000000004, 0.059100625000000004, 0.0, 0, 0.125, 0.0, 0, 0, 0.0, 0.825, 0.175, 0.4522, 1

-0.56352, -0.14088, 0.0, -0.14088, 0, 0.0, 0.25, 1, 0, 0.545, 0.455, 0.0, -0.5562, 0

0.75516, 0.03974526315789474, 0.03974526315789474, 0.0, 0, 0.05263157894736842, 0.0, 0, 0, 0.0, 0.792, 0.208, 0.6666, 1

0.6838200000000001, 0.06838200000000001, 0.06838200000000001, 0.0, 0, 0.1, 0.0, 0, 0, 0.0, 0.738, 0.262, 0.4927, 1

1.5123, 0.08401666666666667, 0.09502833333333333, -0.011011666666666666, 0, 0.16666666666666666, 0.0, 0, 0, 0.0, 0.721, 0.279, 0.7003, 1

0.74339, 0.03912578947368421, 0.03912578947368421, 0.0, 0, 0.15789473684210525, 0.0, 0, 1, 0.0, 0.724, 0.276, 0.7269, 0

0.7202, 0.034295238095238094, 0.041370000000000004, -0.007074761904761904, 0, 0.0, 0.047619047619047616, 0, 0, 0.0, 1.0, 0.0, 0.0, 0

0.0, 0.0, 0.0, 0.0, 0, 0.1, 0.0, 0, 0, 0.0, 0.738, 0.262, 0.4927, 1

0.20987, 0.0104935, 0.0104935, 0.0, 0, 0.1, 0.05, 0, 1, 0.0, 0.711, 0.289, 0.7579, 1

0.76445, 0.030577999999999998, 0.030577999999999998, 0.0, 0, 0.04, 0.0, 0, 0, 0.0, 1.0, 0.0, 0.0, 0

-0.11349, -0.008106428571428572, 0.0, -0.008106428571428572, 0, 0.0, 0.0, 2, 0, 0.0, 1.0, 0.0, 0.0, 1

-0.19418999999999997, -0.010788333333333332, 0.003475, -0.014263333333333331, 0, 0.0, 0.0, 0, 0, 0.0, 1.0, 0.0, 0.0, 1

-1.1672500000000001, -0.058362500000000005, 0.0, -0.058362500000000005, 0, 0.0, 0.1, 0, 1, 0.201, 0.67, 0.129, -0.1531, 0

0.06879, 0.0027516000000000003, 0.0027516000000000003, 0.0, 0, 0.0, 0.04, 0, 1, 0.129, 0.871, 0.0, -0.2755, 0

-0.13929999999999998, -0.006633333333333332, 0.008963333333333334, -0.015596666666666667, 0, 0.0, 0.09523809523809523, 0, 0, 0.123, 0.822, 0.055, -0.3612, 0

0.81695, 0.05835357142857143, 0.05835357142857143, 0.0, 0, 0.07142857142857142, 0.14285714285714285, 0, 0, 0.0, 0.619, 0.381, 0.6964, 1

0.74846, 0.034020909090909095, 0.03667181818181819, -0.002650909090909091, 0, 0.045454545454545456, 0.045454545454545456, 0, 0, 0.091, 0.813, 0.096, 0.0258, 1

0.45977999999999997, 0.01585448275862069, 0.01804793103448276, -0.002193448275862069, 0, 0.0, 0.0, 0, 1, 0.07, 0.93, 0.0, -0.2732, 0

1.88515, 0.06982037037037038, 0.0859988888888889, -0.01617851851851852, 0, 0.1111111111111111, 0.0, 1, 0, 0.0, 0.641, 0.359, 0.9039, 1

0.24383999999999995, 0.015239999999999997, 0.04271625, -0.02747625, 0, 0.125, 0.0625, 0, 0, 0.179, 0.707, 0.114, -0.2946, 0

